Temp Cv
0.152116 1.500936
0.151964 1.500965
0.151812 1.500950
0.151661 1.500909
0.151509 1.500885
0.151357 1.500898
0.151206 1.500938
0.151055 1.500914
0.150904 1.500869
0.150753 1.500875
0.150602 1.500907
0.150451 1.500911
0.150301 1.500900
0.150151 1.500894
0.150001 1.500862
0.149851 1.500849
0.149701 1.500900
0.149551 1.500929
0.149401 1.500865
0.149252 1.500813
0.149103 1.500800
0.148954 1.500778
0.148805 1.500755
0.148656 1.500772
0.148507 1.500808
0.148359 1.500832
0.148210 1.500837
0.148062 1.500841
0.147914 1.500859
0.147766 1.500857
0.147618 1.500855
0.147471 1.500874
0.147323 1.500864
0.147176 1.500853
0.147029 1.500871
0.146882 1.500882
0.146735 1.500840
0.146588 1.500815
0.146442 1.500805
0.146295 1.500783
0.146149 1.500797
0.146003 1.500887
0.145857 1.500892
0.145711 1.500853
0.145565 1.500870
0.145420 1.500939
0.145274 1.500958
0.145129 1.500889
0.144984 1.500836
0.144839 1.500848
0.144694 1.500840
0.144549 1.500803
0.144405 1.500808
0.144260 1.500834
0.144116 1.500886
0.143972 1.500949
0.143828 1.500950
0.143684 1.500885
0.143540 1.500794
0.143397 1.500787
0.143254 1.500854
0.143110 1.500857
0.142967 1.500812
0.142824 1.500790
0.142681 1.500768
0.142539 1.500745
0.142396 1.500760
0.142254 1.500836
0.142112 1.500883
0.141969 1.500858
0.141827 1.500835
0.141686 1.500834
0.141544 1.500871
0.141402 1.500875
0.141261 1.500844
0.141120 1.500864
0.140979 1.500898
0.140838 1.500866
0.140697 1.500841
0.140556 1.500877
0.140416 1.500893
0.140275 1.500920
0.140135 1.501002
0.139995 1.501007
0.139855 1.500981
0.139715 1.500954
0.139575 1.500927
0.139436 1.500905
0.139296 1.500897
0.139157 1.500906
0.139018 1.500946
0.138879 1.500914
0.138740 1.500895
0.138601 1.500879
0.138462 1.500820
0.138324 1.500818
0.138186 1.500854
0.138047 1.500923
0.137909 1.500979
0.137772 1.501009
0.137634 1.501044
0.137496 1.501009
0.137359 1.500891
0.137221 1.500814
0.137084 1.500844
0.136947 1.500893
0.136810 1.500900
0.136673 1.500891
0.136537 1.500877
0.136400 1.500907
0.136264 1.500966
0.136127 1.500992
0.135991 1.500950
0.135855 1.500850
0.135719 1.500771
0.135584 1.500783
0.135448 1.500867
0.135313 1.500927
0.135177 1.500922
0.135042 1.500859
0.134907 1.500776
0.134772 1.500749
0.134637 1.500803
0.134503 1.500820
0.134368 1.500786
0.134234 1.500823
0.134100 1.500898
0.133966 1.500879
0.133832 1.500844
0.133698 1.500831
0.133564 1.500852
0.133430 1.500927
0.133297 1.500975
0.133164 1.500919
0.133031 1.500794
0.132898 1.500743
0.132765 1.500766
0.132632 1.500805
0.132499 1.500825
0.132367 1.500830
0.132234 1.500806
0.132102 1.500842
0.131970 1.500933
0.131838 1.500949
0.131706 1.500858
0.131575 1.500836
0.131443 1.500968
0.131312 1.501052
0.131180 1.501008
0.131049 1.500914
0.130918 1.500889
0.130787 1.500916
0.130656 1.500911
0.130526 1.500886
0.130395 1.500915
0.130265 1.500973
0.130134 1.500964
0.130004 1.500946
0.129874 1.500930
0.129744 1.500930
0.129615 1.500911
0.129485 1.500854
0.129356 1.500850
0.129226 1.500863
0.129097 1.500859
0.128968 1.500839
0.128839 1.500800
0.128710 1.500786
0.128581 1.500819
0.128453 1.500888
0.128324 1.500901
0.128196 1.500870
0.128068 1.500877
0.127940 1.500860
0.127812 1.500802
0.127684 1.500806
0.127556 1.500847
0.127429 1.500846
0.127301 1.500815
0.127174 1.500812
0.127047 1.500871
0.126920 1.500905
0.126793 1.500878
0.126666 1.500862
0.126539 1.500892
0.126413 1.500894
0.126286 1.500896
0.126160 1.500867
0.126034 1.500787
0.125908 1.500766
0.125782 1.500821
0.125656 1.500868
0.125531 1.500918
0.125405 1.500949
0.125280 1.500924
0.125154 1.500895
0.125029 1.500854
0.124904 1.500816
0.124779 1.500813
0.124655 1.500831
0.124530 1.500880
0.124405 1.500901
0.124281 1.500873
0.124157 1.500864
0.124033 1.500891
0.123909 1.500901
0.123785 1.500909
0.123661 1.500876
0.123537 1.500854
0.123414 1.500860
0.123290 1.500842
0.123167 1.500838
0.123044 1.500849
0.122921 1.500865
0.122798 1.500903
0.122675 1.500879
0.122552 1.500822
0.122430 1.500809
0.122307 1.500841
0.122185 1.500881
0.122063 1.500899
0.121941 1.500896
0.121819 1.500856
0.121697 1.500825
0.121575 1.500830
0.121454 1.500839
0.121332 1.500835
0.121211 1.500838
0.121090 1.500848
0.120969 1.500853
0.120848 1.500850
0.120727 1.500864
0.120606 1.500858
0.120486 1.500835
0.120365 1.500801
0.120245 1.500799
0.120124 1.500822
0.120004 1.500838
0.119884 1.500851
0.119764 1.500845
0.119645 1.500815
0.119525 1.500833
0.119405 1.500857
0.119286 1.500839
0.119167 1.500826
0.119048 1.500846
0.118929 1.500871
0.118810 1.500887
0.118691 1.500934
0.118572 1.500961
0.118454 1.500931
0.118335 1.500851
0.118217 1.500819
0.118099 1.500881
0.117980 1.500962
0.117862 1.501008
0.117745 1.500967
0.117627 1.500903
0.117509 1.500884
0.117392 1.500889
0.117274 1.500894
0.117157 1.500915
0.117040 1.500924
0.116923 1.500895
0.116806 1.500854
0.116689 1.500877
0.116572 1.500906
0.116456 1.500849
0.116339 1.500809
0.116223 1.500835
0.116107 1.500848
0.115991 1.500837
0.115875 1.500830
0.115759 1.500855
0.115643 1.500827
0.115527 1.500774
0.115412 1.500810
0.115297 1.500838
0.115181 1.500810
0.115066 1.500777
0.114951 1.500768
0.114836 1.500832
0.114721 1.500907
0.114606 1.500933
0.114492 1.500917
0.114377 1.500875
0.114263 1.500810
0.114149 1.500765
0.114035 1.500778
0.113921 1.500816
0.113807 1.500886
0.113693 1.500981
0.113579 1.500983
0.113466 1.500874
0.113352 1.500809
0.113239 1.500856
0.113126 1.500868
0.113012 1.500820
0.112899 1.500804
0.112786 1.500875
0.112674 1.500957
0.112561 1.500941
0.112448 1.500862
0.112336 1.500821
0.112224 1.500805
0.112111 1.500819
0.111999 1.500911
0.111887 1.500988
0.111775 1.500961
0.111664 1.500897
0.111552 1.500841
0.111440 1.500842
0.111329 1.500919
0.111218 1.500949
0.111106 1.500906
0.110995 1.500873
0.110884 1.500859
0.110773 1.500908
0.110663 1.500955
0.110552 1.500927
0.110442 1.500890
0.110331 1.500908
0.110221 1.500921
0.110111 1.500906
0.110000 1.500894
0.109890 1.500897
0.109781 1.500862
0.109671 1.500823
0.109561 1.500824
0.109451 1.500849
0.109342 1.500895
0.109233 1.500879
0.109123 1.500852
0.109014 1.500840
0.108905 1.500836
0.108796 1.500832
0.108688 1.500795
0.108579 1.500764
0.108470 1.500756
0.108362 1.500775
0.108254 1.500817
0.108145 1.500831
0.108037 1.500829
0.107929 1.500873
0.107821 1.500900
0.107713 1.500880
0.107606 1.500866
0.107498 1.500910
0.107391 1.500929
0.107283 1.500906
0.107176 1.500930
0.107069 1.500934
0.106962 1.500878
0.106855 1.500826
0.106748 1.500873
0.106641 1.500937
0.106534 1.500953
0.106428 1.500874
0.106321 1.500775
0.106215 1.500768
0.106109 1.500827
0.106003 1.500814
0.105897 1.500768
0.105791 1.500815
0.105685 1.500942
0.105579 1.501014
0.105474 1.501002
0.105368 1.500907
0.105263 1.500835
0.105158 1.500826
0.105053 1.500790
0.104948 1.500761
0.104843 1.500796
0.104738 1.500833
0.104633 1.500825
0.104528 1.500787
0.104424 1.500769
0.104319 1.500849
0.104215 1.500962
0.104111 1.501031
0.104007 1.501026
0.103903 1.500970
0.103799 1.500924
0.103695 1.500905
0.103591 1.500867
0.103488 1.500805
0.103384 1.500770
0.103281 1.500777
0.103178 1.500784
0.103074 1.500839
0.102971 1.500901
0.102868 1.500926
0.102766 1.500948
0.102663 1.500928
0.102560 1.500896
0.102458 1.500913
0.102355 1.500933
0.102253 1.500898
0.102150 1.500881
0.102048 1.500866
0.101946 1.500798
0.101844 1.500784
0.101742 1.500858
0.101641 1.500928
0.101539 1.500951
0.101438 1.500918
0.101336 1.500846
0.101235 1.500845
0.101134 1.500918
0.101032 1.500975
0.100931 1.500957
0.100830 1.500911
0.100730 1.500839
0.100629 1.500758
0.100528 1.500743
0.100428 1.500793
0.100327 1.500888
0.100227 1.500913
0.100127 1.500884
0.100027 1.500882
0.099927 1.500860
